model_code,source_file,source_sheet,source_row,entry_type,category,path,path_root,leaf_name,is_multi_instance,param_name,name_zh,importance,northbound_index,northbound_mapping,access,data_type,value_range,default_value,description,source,remark,revision_note,revision_time
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,28,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.PortType,InternetGatewayDevice,PortType,Y,PortType,端口类型,A,AS,PortType,RW,string,,,"（Ng, Xn, Ng/Xn, S1, X2, S1/X2, F1, E1, OAM,IR,other）",NRM数据配置要求,描述对应IPv4地址的作用,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,25,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.SubnetMask,InternetGatewayDevice,SubnetMask,Y,SubnetMask,vlan子接口的子网掩码,A,,,RW,string,,,,,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv22等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,32,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.DefaultGateway,InternetGatewayDevice,DefaultGateway,Y,DefaultGateway,vlan子接口的默认网关,A,,,RW,string(64),,,,,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,29,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.IPAddress,InternetGatewayDevice,IPAddress,Y,IPAddress,IPv6 地址,A,AS,IpAddressList/LocIpv6AddrList,RW,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,31,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.Origin,InternetGatewayDevice,Origin,Y,Origin,外部IP 来源,A,,,RW,string,,,"""DHCPv6"",""Static""",TR系列规范(TR098/TR181)/NRM数据配置要求,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,33,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PortType,InternetGatewayDevice,PortType,Y,PortType,端口类型,A,AS,PortType,RW,string,,,"（Ng, Xn, Ng/Xn, S1, X2, S1/X2, F1, E1, IR,other）",NRM数据配置要求,描述对应IP地址的作用,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,30,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PrefixLength,InternetGatewayDevice,PrefixLength,Y,PrefixLength,前缀长度,A,,,RW,unsignedInt[1:128],,,,,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv24等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,22,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.Id,InternetGatewayDevice,Id,Y,Id,Vlan Id,A,,,RW,interger,,,vlan id,,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv19等,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SL,21,parameter,vlan子接口配置参数管理,InternetGatewayDevice.Ethernet.Interface.{i}.VlanInterface.{i}.Name,InternetGatewayDevice,Name,Y,Name,vlan子接口名称,A,,,RW,string,,,vlan子接口名称,,,V2.2和NR侧的SO页保持一致，即可以支持配置vlan\ipv18等,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,13,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.AdditionalHardwareVersion,Device,AdditionalHardwareVersion,Y,AdditionalHardwareVersion,附加硬件版本,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,14,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.AdditionalSoftwareVersion,Device,AdditionalSoftwareVersion,Y,AdditionalSoftwareVersion,附加软件版本,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,20,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ClockSource,Device,ClockSource,Y,ClockSource,时钟源类型,A,AA,ClockSource,R,unsignedInt[1:12],,,"Enumerate{
   GPS,
GLONASS,
 BDS,
 1588v2,
   GPS/GLONASS, // GPS 为主，GLONASS 为从
   BDS/GPS，
   GPS/BDS，
   GALILEO，
   GPS/GALILEO， //
   GPS/GALILEO/GLONASS,
 GPS/GALILEO/BDS，
OTHER // other 其他
}",《5G SA gNB网元统计数据需求规范-NRM(V1.9.0)》,,,"20221118-修订
对齐北向，修改类型为unsignedInt[1：12]-20231020"
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,24,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DateOfLastService,Device,DateOfLastService,Y,DateOfLastService,最近服务的日期（最近一次恢复工作正常状态的时间）,A,AE,DateOfLastService,R,dateTime,,,生产日期,5G SA gNB网元统计数据需求规范-NRM(V1.5.0),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,25,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DateOfManufacture,Device,DateOfManufacture,Y,DateOfManufacture,生产日期,A,AE,DateOfManufacture,R,dateTime,,,最近服务的日期（最近一次恢复工作正常状态的时间）,5G SA gNB网元统计数据需求规范-NRM(V1.5.0),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,3,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.DnPrefix,Device,DnPrefix,Y,DnPrefix,DN前缀,A,,,RW,string,,,默认不填写为空字符串,中国移动室分系统OMC南向接口要求 第2部分：皮基站技术要求_0611_clean,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,20,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.FirstUseDate,Device,FirstUseDate,Y,FirstUseDate,首次使用日期,A,,,R,dateTime,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,12,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.HardwarePlatform,Device,HardwarePlatform,Y,HardwarePlatform,硬件平台,A,AA,HardwarePlatform,R,string(64),,,,NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,10,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.HardwareVersion,Device,HardwareVersion,Y,HardwareVersion,硬件版本,A,AA,Version,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,5,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Manufacturer,Device,Manufacturer,Y,Manufacturer,制造商,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,26,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ManufacturerData,Device,ManufacturerData,Y,ManufacturerData,特殊信息,A,AE,ManufacturerData,R,string,,,设备商填写的特殊信息,5G SA gNB网元统计数据需求规范-NRM(V1.5.0),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,4,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ManufacturerOUI,Device,ManufacturerOUI,Y,ManufacturerOUI,制造商OUI,A,,,R,string(6),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,6,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ModelName,Device,ModelName,Y,ModelName,设备型号,A,AA,NeType,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,16,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ProductClass,Device,ProductClass,Y,ProductClass,产品分类,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,15,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.ProvisioningCode,Device,ProvisioningCode,Y,ProvisioningCode,供应商代号,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,18,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Reboot,Device,Reboot,Y,Reboot,重启开关,A,,,RW,boolean,,,"0:不重启
1:重启",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,9,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SerialNumber,Device,SerialNumber,Y,SerialNumber,序列号,A,AB AC,SerialNumber,R,string(64),,,设备序列号，以“-NR”结尾,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,40,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.3GPPSpecVersion,Device,3GPPSpecVersion,Y,3GPPSpecVersion,3GPP协议版本,A,,,R,string,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,39,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.DataModelSpecVersion,Device,DataModelSpecVersion,Y,DataModelSpecVersion,数据模型版本,A,,,R,string,,,描述中国移动技术规范发布的小基站南向数据模型版本号,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,41,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.FirstUseDate,Device,FirstUseDate,Y,FirstUseDate,首次使用日期,A,,,R,dateTime,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,34,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.HardwareVersion,Device,HardwareVersion,Y,HardwareVersion,硬件版本,A,,,R,string(64),,,,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,31,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.Manufacturer,Device,Manufacturer,Y,Manufacturer,制造商,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,30,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.ManufacturerOUI,Device,ManufacturerOUI,Y,ManufacturerOUI,制造商OUI,A,,,R,string(6),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,32,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.ModelName,Device,ModelName,Y,ModelName,设备型号,A,,,R,string(64),,,,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,28,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.PackPosition,Device,PackPosition,Y,PackPosition,板卡位置,A,AD,PackPosition,R,string(64),,,板卡在机框内的相对位置，通常用编号表示。数据格式定义为“机柜-机框-槽号”,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,36,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.ProvisioningCode,Device,ProvisioningCode,Y,ProvisioningCode,供应商代号,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,43,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.Reboot,Device,Reboot,Y,Reboot,重启开关,A,,,RW,boolean,,,"0:不重启
1:重启",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,33,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SerialNumber,Device,SerialNumber,Y,SerialNumber,序列号,A,AD,SerialNumber,R,string(64),,,,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,29,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SlotsOccupied,Device,SlotsOccupied,Y,SlotsOccupied,占用槽位,A,AD,SlotsOccupied,R,string(64),,,应表示板卡占用的槽位号列表。（注：一些板卡较宽，可能会占用两个或以上槽位）,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,35,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SoftwareVersion,Device,SoftwareVersion,Y,SoftwareVersion,软件版本,A,,,R,string(64),,,,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,42,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.Status,Device,Status,Y,Status,板卡状态,A,,,R,unsignedInt[1:3],,,"1:正常
2:离线
3:告警",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,45,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SwUpgrade.FailureCause,Device,FailureCause,Y,FailureCause,升级失败原因,A,,,R,string(512),,,升级失败原因描述,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,44,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SwUpgrade.Stage,Device,Stage,Y,Stage,升级阶段,A,,,R,unsignedInt[1:5],,,"1:初始化
2:下载
3:安装
4:等待激活
5.激活",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,46,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.SwUpgrade.Status,Device,Status,Y,Status,状态,A,,,R,unsignedInt[1:2],,,"1:成功
2:失败
说明:仅在Inform消息请求中携带的EventCode值为“107 UNIT UPGRADE RESULT”，该参数值结果有意义。其余消息中，该参数无实际意义。",,,,20221118-修订
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,38,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.UpTime,Device,UpTime,Y,UpTime,运行时间,A,,,R,unsignedInt,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,37,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Slot.{i}.VendorUnitFamilyType,Device,VendorUnitFamilyType,Y,VendorUnitFamilyType,板卡类型,A,AD,VendorUnitFamilyType,R,string(64),,,描述板卡功能类型。List of Enum{ 板卡类型（枚举）}。其中板卡类型的为Enumerate{MainControl，Carrier，Trans，Other}，分别表示主控板、载频板、传输板、其他板卡类型。对跨类型的板卡，列表中应包括该板卡的全部功能类型。（必须上报）,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,27,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SlotsInformation,Device,SlotsInformation,Y,SlotsInformation,插槽信息,A,AC,SlotsInformation,R,string,,,"框内所有插槽、描述及占用状态。List of Struct{槽位号（字符串），描述(字符串)，占用状态（枚举)}。其中其中描述信息由厂家自行决定，占用状态为枚举{Unused,Used}",5G SA gNB网元统计数据需求规范-NRM(V1.5.0),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,11,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SoftwareVersion,Device,SoftwareVersion,Y,SoftwareVersion,软件版本,A,AA,SwVersion,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,17,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.Status,Device,Status,Y,Status,机框/服务器状态,A,,,R,unsignedInt[1:3],,,"1:正常
2:离线
3:告警",TR系列规范(TR098/TR182)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,22,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SwUpgrade.FailureCause,Device,FailureCause,Y,FailureCause,升级失败原因,A,,,R,string(512),,,升级失败原因描述,,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,21,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SwUpgrade.Stage,Device,Stage,Y,Stage,升级阶段,A,,,R,unsignedInt[1:5],,,"1:初始化
2:下载
3:安装
4:等待激活
5.激活",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,23,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.SwUpgrade.Status,Device,Status,Y,Status,状态,A,,,R,unsignedInt[1:2],,,"1:成功
2:失败
说明:仅在Inform消息请求中携带的EventCode值为“107 UNIT UPGRADE RESULT”，该参数值结果有意义。其余消息中，该参数无实际意义。",,,,20221118-修订
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,19,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.UpTime,Device,UpTime,Y,UpTime,运行时间,A,,,R,unsignedInt,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,2,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.UserLabel,Device,UserLabel,Y,UserLabel,用户友好名,A,AA,UserLabel,RW,string,,,字段必须与OMC系统内配置资源名称保持一致。且要求UserLabel与告警、性能数据中同一资源对象使用的网元用户友好名保持一致，即用户有好名在OMC内部以及北向接口交互过程中全局唯一。OMC系统内配置资源命名建议参考《中国移动网络资源命名规范-无线分册》，基站命名要求。默认不填写为空字符串,5G SA gNB网元统计数据需求规范-NRM(V1.4.2),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,7,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.VendorUnitFamilyType,Device,VendorUnitFamilyType,Y,VendorUnitFamilyType,归属类型,A,AE,VendorUnitFamilyType,R,string,,,由供应商提供的便于记忆的资产单元的归属类型,5G SA gNB网元统计数据需求规范-NRM(V1.4.2),,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SA,8,parameter,主机单元（MU）设备信息参数管理,Device.DeviceInfo.MU.{i}.VendorUnitTypeNumber,Device,VendorUnitTypeNumber,Y,VendorUnitTypeNumber,资产单元类型版本号,A,AE,VendorUnitTypeNumber,R,string,,,由供应商提供的可唯一识别资产单元类型及版本的号码,5G SA gNB网元统计数据需求规范-NRM(V1.4.2),,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,13,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.AdditionalHardwareVersion,InternetGatewayDevice,AdditionalHardwareVersion,Y,AdditionalHardwareVersion,附加硬件版本,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,14,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.AdditionalSoftwareVersion,InternetGatewayDevice,AdditionalSoftwareVersion,Y,AdditionalSoftwareVersion,附加软件版本,A,,,R,string(64),,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,21,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.ClockSource,InternetGatewayDevice,ClockSource,Y,ClockSource,时钟源类型,A,AA,ClockSource,R,unsignedInt[1:11},,,"Enumerate{
   GPS, GLONASS, BDS, 1588v2,
   GPS/GLONASS, // GPS 为主，GLONASS 为从
   BDS/GPS，
   GPS/BDS，
   GALILEO，
   GPS/GALILEO， //
   GPS/GALILEO/GLONASS, GPS/GALILEO/BDS
}",,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,25,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.DateOfLastService,InternetGatewayDevice,DateOfLastService,Y,DateOfLastService,最近服务的日期（最近一次恢复工作正常状态的时间）,A,AE,DateOfLastService,R,dateTime,,,生产日期,,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,26,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.DateOfManufacture,InternetGatewayDevice,DateOfManufacture,Y,DateOfManufacture,生产日期,A,AE,DateOfManufacture,R,dateTime,,,最近服务的日期（最近一次恢复工作正常状态的时间）,,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,3,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.DnPrefix,InternetGatewayDevice,DnPrefix,Y,DnPrefix,DN前缀,A,,,RW,string,,,默认不填写为空字符串,,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,20,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.FirstUseDate,InternetGatewayDevice,FirstUseDate,Y,FirstUseDate,首次使用日期,A,,,R,dateTime,,,,TR系列规范(TR098/TR181)/NRM数据配置要求,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SR,12,parameter,主机单元（MU）设备信息参数管理,InternetGatewayDevice.DeviceInfo.MU.{i}.HardwarePlatform,InternetGatewayDevice,HardwarePlatform,Y,HardwarePlatform,硬件平台,A,AA,HardwarePlatform,R,string(64),,,,,,20231020：修改和NR侧SA页参数一致，删除RRU参数，删除DelEndPonit和AddEndPoint,
