model_code,source_file,source_sheet,source_row,entry_type,category,path,path_root,leaf_name,is_multi_instance,param_name,name_zh,importance,northbound_index,northbound_mapping,access,data_type,value_range,default_value,description,source,remark,revision_note,revision_time
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,9,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.A1ThresholdRSRQ,Device,A1ThresholdRSRQ,Y,A1ThresholdRSRQ,A1事件RSRQ门限,B,,A1ThresholdInterFCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,7,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.Enable,Device,Enable,Y,Enable,使能开关,B,,,RW,boolean,,,是否启用该表项,,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A1测量事件有其它用途，则从A1MeasureCtrl.11.开始定义,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,10,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,B,,A1HysteresisInterFCov,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,11,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,B,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,12,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,B,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,13,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,B,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,14,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,B,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,15,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,B,,A1ReportQuantityInterFCov,RW,string,,,"测量报告中的上报量(sameAsTriggerQuantity, both)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,16,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,B,,,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,"为了满足触发RAT测量报告,触发条件持续的时间，单位ms",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,17,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.1.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,B,,A1TriggerQuantityInterFCov,RW,string,,,"用来评估触发条件的事件触发量(RSRP, RSRQ)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,19,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.A1ThresholdRSRP,Device,A1ThresholdRSRP,Y,A1ThresholdRSRP,A1事件RSRP门限,B,,A1ThresholdUtraCov,RW,unsignedInt[0:97],,,"用于EUTRA测量中,触发量为RSRP时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,20,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.A1ThresholdRSRQ,Device,A1ThresholdRSRQ,Y,A1ThresholdRSRQ,A1事件RSRQ门限,B,,A1ThresholdUtraCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,18,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.Enable,Device,Enable,Y,Enable,使能开关,B,,,RW,boolean,,,是否启用该表项,,,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,21,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,B,,A1HysteresisUtraCov,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,22,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,B,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,23,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,B,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(2=异系统UTRA测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,24,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,B,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,25,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,B,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,26,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,B,,A1ReportQuantityUtraCov,RW,string,,,"测量报告中的上报量(sameAsTriggerQuantity, both)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,27,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,B,,,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,"为了满足触发RAT测量报告,触发条件持续的时间，单位ms",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,28,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.2.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,B,,A1TriggerQuantityUtraCov,RW,string,,,"用来评估触发条件的事件触发量(RSRP,RSRQ)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,30,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.A1ThresholdRSRP,Device,A1ThresholdRSRP,Y,A1ThresholdRSRP,A1事件RSRP门限,B,,A1ThresholdGeranCov,RW,unsignedInt[0:97],,,"用于EUTRA测量中,触发量为RSRP时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,31,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.A1ThresholdRSRQ,Device,A1ThresholdRSRQ,Y,A1ThresholdRSRQ,A1事件RSRQ门限,B,,A1ThresholdGeranCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,29,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.Enable,Device,Enable,Y,Enable,使能开关,B,,,RW,boolean,,,是否启用该表项,,,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,32,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,B,,A1HysteresisGeranCov,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,33,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,B,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,34,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,B,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(3=异系统GERAN)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,35,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,B,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,36,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,B,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,37,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,B,,A1ReportQuantityGeranCov,RW,string,,,"测量报告中的上报量(sameAsTriggerQuantity, both)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,38,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,B,,,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,"为了满足触发RAT测量报告,触发条件持续的时间",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,39,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.3.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,B,,A1TriggerQuantityGeranCov,RW,string,,,"用来评估触发条件的事件触发量(RSRP,RSRQ)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,8,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.A1ThresholdRSRP,Device,A1ThresholdRSRP,Y,A1ThresholdRSRP,A1事件RSRP门限,B,AT,A1ThresholdInterFCo,RW,unsignedInt[0:97],,,"用于EUTRA测量中,触发量为RSRP时,A1事件触发条件的绝对门限",NRM数据配置要求,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,9,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.A1ThresholdRSRQ,Device,A1ThresholdRSRQ,Y,A1ThresholdRSRQ,A1事件RSRQ门限,B,,A1ThresholdInterFCov,RW,unsignedInt[0:34],,,"用于EUTRA测量中,触发量为RSRQ时,A1事件触发条件的绝对门限",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,7,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.Enable,Device,Enable,Y,Enable,使能开关,B,,,RW,boolean,,,是否启用该表项,,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A1测量事件有其它用途，则从A1MeasureCtrl.11.开始定义,新增使能开关,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,10,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,B,,A1HysteresisInterFCov,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,11,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,B,,,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,12,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,B,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",,,对测量目的增加描述,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,13,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,B,,,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,14,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,B,,,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000, 3600000]",,,连续测量报告之间的间隔，单位ms,,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,15,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportQuantity,Device,ReportQuantity,Y,ReportQuantity,上报量,B,,A1ReportQuantityInterFCov,RW,string,,,"测量报告中的上报量(sameAsTriggerQuantity, both)",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,16,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.TimeToTrigger,Device,TimeToTrigger,Y,TimeToTrigger,触发时间,B,,,RW,"unsignedInt[0,40, 64, 80,100,128, 160,256,320, 480, 512, 640, 1024,1280,2560,5120]",,,"为了满足触发RAT测量报告,触发条件持续的时间，单位ms",,,,
CMCC_TD_LTE_V2.3,中国移动TD-LTE皮站_飞站基站设备网络管理南向接口数据配置模型规范V2.3.xlsx,SJ,17,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.TriggerQuantity,Device,TriggerQuantity,Y,TriggerQuantity,触发量,B,,A1TriggerQuantityInterFCov,RW,string,,,"用来评估触发条件的事件触发量(RSRP, RSRQ)",,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,5,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.A1ThresholdRSRP,Device,A1ThresholdRSRP,Y,A1ThresholdRSRP,A1事件RSRP门限,B,AK,rsrpThreshold,RW,unsignedInt[0:127],,,用于NR测量中，触发量为RSRP时，A1事件触发条件的绝对门限,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,6,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.A1ThresholdRSRQ,Device,A1ThresholdRSRQ,Y,A1ThresholdRSRQ,A1事件RSRQ门限,B,AK,rsrqThreshold,RW,unsignedInt[0:127],,,用于NR测量中，触发量为RSRQ时，A1事件触发条件的绝对门限,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,7,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.A1ThresholdSINR,Device,A1ThresholdSINR,Y,A1ThresholdSINR,A1事件SINR门限,B,AK,sinrThreshold,RW,unsignedInt[0:127],,,用于NR测量中，触发量为SINR时，A1事件触发条件的绝对门限,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,3,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.Enable,Device,Enable,Y,Enable,使能开关,B,,,RW,boolean,,,是否启用该表项，（0：不启用，1：启用）,3GPP TS38.331,参数路径中最后一个多实例节点（{i}）序号1～10为系统保留段，若厂商对A1测量事件有其它用途，则从A1MeasureCtrl.11.开始定义,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,11,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.Hysteresis,Device,Hysteresis,Y,Hysteresis,迟滞值,B,,,RW,unsignedInt[0:30],,,进入和离开上报触发事件条件的滞后值,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,19,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.IncludeBeamMeasurements,Device,IncludeBeamMeasurements,Y,IncludeBeamMeasurements,波束赋形测量指示,B,AK,includeBeamMeasurements,RW,boolean,,,指示是否使用波束赋形功能（0：不启用，1：启用）,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,9,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.MaxNrofRSIndexToReport,Device,MaxNrofRSIndexToReport,Y,MaxNrofRSIndexToReport,RS测量上报资源最大个数,B,AK,maxNrofRSIndexToReport,RW,"unsignedInt[1:32,0x0000FFFF]",,,"该参数用于指示RS测量上报资源最大个数,1~32协议规定，0x0000FFFF表示不携带该值",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,12,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.MaxReportCells,Device,MaxReportCells,Y,MaxReportCells,最大上报小区数,B,AK,maxRptCellNum,RW,unsignedInt[1:8],,,测量报告中包含小区的最大数目,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,13,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.MeasurePurpose,Device,MeasurePurpose,Y,MeasurePurpose,测量目的,B,,,R,unsignedInt[1:100],,,"用于表明当前配置事件的使用目的，本字段取值固定为：
(1=异频测量)",3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,14,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.ReportAmount,Device,ReportAmount,Y,ReportAmount,上报次数,B,AK,rptAmount,RW,"unsignedInt[0:2, 4, 8, 16, 32, 64]",,,测量报告发送的次数，0表示无限次,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,15,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.ReportInterval,Device,ReportInterval,Y,ReportInterval,上报间隔,B,AK,rptInterval,RW,"unsignedInt[120, 240, 480, 640, 1024, 2048, 5120, 10240, 60000, 360000, 720000, 1800000]",,,连续测量报告之间的间隔，单位ms,3GPP TS38.331,,,
CMCC_5G_EXT_PICO_V1.9.4,中国移动5G扩展型皮基站网管南向接口数据模型规范v1.9.4.xlsx,SM,10,parameter,A1事件测量控制参数,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.1.ReportOnLeave,Device,ReportOnLeave,Y,ReportOnLeave,A1事件离开上报指示,B,,,RW,boolean,,,"某小区的离开状态满足时,UE是否触发测量上报过程；
0:代表不满足条件的小区离开测量列表时不进行上报；
1:代表都会触发测量结果的填写以及上报消息的发送",3GPP TS38.331,,,
