path,entry_type,access,data_type,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,old_target_group_code,old_candidate_commands,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,matched_candidate_commands,match_source_type,match_source_file,match_reason,doc_category,doc_source_file,doc_source_sheet,doc_source_row
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.MultiS1ConnectionMode,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.S1ConnectionMode,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.S1SigLinkPort,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.S1SigLinkServerList,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer1,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,安全网关参数管理,LTE V2.1.xlsx,SF,12
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer2,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,安全网关参数管理,LTE V2.1.xlsx,SF,13
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer3,parameter,READ_WRITE,STRING,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_GATEWAY,LST GATEWAY;MOD GATEWAY,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,安全网关参数管理,LTE V2.1.xlsx,SF,14
Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.PhyIctaadjsamp,parameter,READ_WRITE,STRING,SF,小区服务参数管理,GrpPwrCtrl,Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_GRPPWRCTRL,LST GRP_PWR_CTRL;MOD GRP_PWR_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.PhyPpssncgpsadjsamp,parameter,READ_WRITE,STRING,SF,小区服务参数管理,GrpPwrCtrl,Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_GRPPWRCTRL,LST GRP_PWR_CTRL;MOD GRP_PWR_CTRL,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.NR.GtpuLog.NguCuf1uLogLevel,parameter,READ_WRITE,STRING,SF,小区服务参数管理,GtpuLog,Device.Services.FAPService.{i}.FAPControl.NR.GtpuLog.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_NR_GTPULOG,LST GTPU_LOG;MOD GTPU_LOG,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.APN,parameter,READ_ONLY,STRING,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.HaloBEnableState,parameter,READ_WRITE,BOOLEAN,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS;MOD HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.HaloBMode,parameter,READ_WRITE,INT,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS;MOD HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.IMS,parameter,READ_ONLY,STRING,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.IMSI,parameter,READ_ONLY,STRING,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.RequestApnEnable,parameter,READ_WRITE,BOOLEAN,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS;MOD HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.RequestX2Related,parameter,READ_ONLY,STRING,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.X2RelatedParameters,parameter,READ_WRITE,STRING,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_HSS,LST HSS;MOD HSS,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2Threshold2Geran,parameter,READ_WRITE,STRING,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_IRAT,LST LTE_IRAT;MOD LTE_IRAT,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2threshold1RsrpGeran,parameter,READ_WRITE,STRING,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_IRAT,LST LTE_IRAT;MOD LTE_IRAT,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2threshold1RsrpHO,parameter,READ_WRITE,STRING,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_IRAT,LST LTE_IRAT;MOD LTE_IRAT,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.TargetUlSinr,parameter,READ_WRITE,STRING,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,DEVICE_SERVICES_FAPSERVICE_X_COM_LTE_IRAT,LST LTE_IRAT;MOD LTE_IRAT,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelEnable,parameter,READ_WRITE,BOOLEAN,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_HALOB_L2,LST L2;MOD L2,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelIp,parameter,READ_WRITE,STRING,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_HALOB_L2,LST L2;MOD L2,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelMode,parameter,READ_WRITE,U_INT,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_HALOB_L2,LST L2;MOD L2,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Author,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.CapacityListNumberOfEntries,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Code,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.GenerateDate,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.HaloBCentralizedModeAvailable,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.HaloBSingleModeAvailable,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.SeqNum,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Version,parameter,READ_ONLY,STRING,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,DEVICE_SERVICES_FAPSERVICE_FAPCONTROL_LTE_LICENSE,LST LICENSE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.Services.FAPService.{i}.AccessMgmt.LTE.HNBName,parameter,READ_WRITE,STRING,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.AccessMgmt.LTE.,DEVICE_SERVICES_FAPSERVICE_ACCESSMGMT_LTE,LST ACCESS_MGMT_LTE;MOD ACCESS_MGMT_LTE,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,enb-cell,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BLQ.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/BM.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/ENB_DEFAULT_098.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/ENB_DEFAULT_181.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/MLN.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/MLQ.xml#enb-cell:小区参数(CellName),quicksettings XML 已有同 standardPath 的前端分组,,,,
Device.Services.FAPService.{i}.AccessMgmt.LTE.MaxUEsServed,parameter,READ_WRITE,STRING,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.AccessMgmt.LTE.,DEVICE_SERVICES_FAPSERVICE_ACCESSMGMT_LTE,LST ACCESS_MGMT_LTE;MOD ACCESS_MGMT_LTE,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,接入UE数量管理,LTE V2.1.xlsx,SF,29
Device.Services.FAPService.{i}.Capabilities.LTE.BandsSupported,parameter,READ_ONLY,U_INT,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,LST CAPABILITIES_LTE,YES_SAME_EXISTING_GROUP_CODE,high,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,LST FAP_SERVICE_CAPABILITIES;MOD FAP_SERVICE_CAPABILITIES,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
