record_type,command_code,standard_path,base_mml_code,access_type,source_candidate,resolve_method,skipped_reason
binding,MOD CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.Hysteresis,HYSTERESIS,RW,MOD CONN_MODE_EUTRA,exact_code,
binding,LST CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.TimeToTrigger,TIME_TO_TRIGGER,RW,LST CONN_MODE_EUTRA,exact_code,
binding,MOD CONN_MODE_EUTRA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.TimeToTrigger,TIME_TO_TRIGGER,RW,MOD CONN_MODE_EUTRA,exact_code,
binding,LST ETHERNET_INTERFACE,Device.Ethernet.Interface.{i}.PortType,PORT_TYPE,RO,LST INTERFACE,parent_exact,
binding,LST ETHERNET_INTERFACE,Device.Ethernet.Interface.{i}.interfaceType,INTERFACE_TYPE,RW,LST INTERFACE,parent_exact,
binding,MOD ETHERNET_INTERFACE,Device.Ethernet.Interface.{i}.interfaceType,INTERFACE_TYPE,RW,MOD INTERFACE,parent_exact,
binding,LST TIME,Device.Time.LTE_X_COM_NTP_SYNC_INTERVAL,LTE_X_COM_NTP_SYNC_INTERVAL,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.LTE_X_COM_NTP_SYNC_INTERVAL,LTE_X_COM_NTP_SYNC_INTERVAL,RW,MOD TIME,parent_exact,
binding,LST TIME,Device.Time.LocalTimeZoneName,LOCAL_TIME_ZONE_NAME,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.LocalTimeZoneName,LOCAL_TIME_ZONE_NAME,RW,MOD TIME,parent_exact,
binding,LST TIME,Device.Time.NTPPort1,NTPPORT1,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.NTPPort1,NTPPORT1,RW,MOD TIME,parent_exact,
binding,LST TIME,Device.Time.NTPPort2,NTPPORT2,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.NTPPort2,NTPPORT2,RW,MOD TIME,parent_exact,
binding,LST TIME,Device.Time.NTPPort3,NTPPORT3,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.NTPPort3,NTPPORT3,RW,MOD TIME,parent_exact,
binding,LST TIME,Device.Time.NTPPort4,NTPPORT4,RW,LST TIME,parent_exact,
binding,MOD TIME,Device.Time.NTPPort4,NTPPORT4,RW,MOD TIME,parent_exact,
binding,LST FAP_GPS,Device.FAP.GPS.Height,HEIGHT,RO,LST FAP_GPS,parent_exact,
binding,LST FAP_GPS,Device.FAP.GPS.LockedAltitude,LOCKED_ALTITUDE,RW,LST FAP_GPS,parent_exact,
binding,LST FAP_GPS,Device.FAP.GPS.SyncSource,SYNC_SOURCE,RW,LST FAP_GPS,parent_exact,
binding,LST MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.MrGnssReportEnable,MR_GNSS_REPORT_ENABLE,RW,LST CONFIG,parent_exact,
binding,MOD MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.MrGnssReportEnable,MR_GNSS_REPORT_ENABLE,RW,MOD CONFIG,parent_exact,
binding,LST MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.PeriodicReportInterval,PERIODIC_REPORT_INTERVAL,RW,LST CONFIG,parent_exact,
binding,MOD MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.PeriodicReportInterval,PERIODIC_REPORT_INTERVAL,RW,MOD CONFIG,parent_exact,
binding,LST MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.Vendor,VENDOR,RW,LST CONFIG,parent_exact,
binding,MOD MR_MGMT_CONFIG,Device.FAP.MRMgmt.Config.{i}.Vendor,VENDOR,RW,MOD CONFIG,parent_exact,
skipped_candidate,,Device.FAP.GPS.LockedAltitude,,,MOD FAP_GPS,,no_existing_command
skipped_candidate,,Device.FAP.GPS.SyncSource,,,MOD FAP_GPS,,no_existing_command
